SHOT_ID_NUMBER,MATCH_ID,KNOCKOUT_MATCH,GAME_SEASON,OPPONENT,HOME_AWAY,DISTANCE_OF_SHOT,POWER_OF_SHOT,AREA_OF_SHOT,SHOT_BASICS,LOCATION_X,LOCATION_Y,REMAINING_MIN,IS_GOAL
18030,21000521,0,2010-11,MANU @ PHX,AWAY,44,4,Left Side Center(LC),Penalty Spot,-196,143,3.3,0
18031,21000521,0,2010-11,MANU @ PHX,AWAY,47,4,Left Side Center(LC),Penalty Spot,-168,222,2.533333333,0
18032,21000521,0,2010-11,MANU @ PHX,AWAY,39,4,Right Side Center(RC),Mid Range,111,157,0.3166666667,0
18033,20800300,0,2008-09,MANU vs. MIL,HOME,20,1,Center(C),Goal Area,0,0,8.916666667,0
18034,20800300,0,2008-09,MANU vs. MIL,HOME,20,1,Center(C),Goal Area,0,0,8.883333333,0
18035,20800300,0,2008-09,MANU vs. MIL,HOME,35,1,Center(C),Mid Range,-32,151,7.75,1
18036,20800300,0,2008-09,MANU vs. MIL,HOME,32,1,Center(C),Mid Range,105,72,4.216666667,1
18037,20800300,0,2008-09,MANU vs. MIL,HOME,27,2,Center(C),Goal Line,-76,4,6.033333333,1
18038,20800300,0,2008-09,MANU vs. MIL,HOME,20,3,Center(C),Goal Area,0,0,5.233333333,1
18039,20800300,0,2008-09,MANU vs. MIL,HOME,36,2,Left Side Center(LC),Mid Range,-89,134,2.133333333,0
18040,20800300,0,2008-09,MANU vs. MIL,HOME,35,3,Center(C),Mid Range,130,91,0.4166666667,1
18041,20800300,0,2008-09,MANU vs. MIL,HOME,20,3,Center(C),Goal Area,0,0,11.833333333,1
18042,20800300,0,2008-09,MANU vs. MIL,HOME,39,4,Center(C),Mid Range,53,183,11.15,0
18043,20800300,0,2008-09,MANU vs. MIL,HOME,20,4,Center(C),Goal Area,0,0,9.683333333,0
18044,20500802,0,2005-06,MANU vs. SAC,HOME,38,1,Right Side(R),Mid Range,186,8,9.566666667,0
18045,20500802,0,2005-06,MANU vs. SAC,HOME,20,1,Center(C),Goal Area,0,0,5.966666667,1
18046,20500802,0,2005-06,MANU vs. SAC,HOME,45,1,Left Side Center(LC),Penalty Spot,-113,224,4.983333333,1
18047,20500802,0,2005-06,MANU vs. SAC,HOME,45,1,Center(C),Penalty Spot,1,250,3.716666667,1
18048,20500802,0,2005-06,MANU vs. SAC,HOME,45,1,Right Side Center(RC),Penalty Spot,194,163,2.633333333,0
18049,20500802,0,2005-06,MANU vs. SAC,HOME,40,1,Right Side(R),Mid Range,172,104,0,0
18050,20500802,0,2005-06,MANU vs. SAC,HOME,47,2,Right Side Center(RC),Penalty Spot,220,158,9.45,0
18051,20500802,0,2005-06,MANU vs. SAC,HOME,40,2,Right Side(R),Mid Range,172,0,7.2,0
18052,20500802,0,2005-06,MANU vs. SAC,HOME,20,2,Center(C),Goal Area,0,0,6.9,1
18053,20500802,0,2005-06,MANU vs. SAC,HOME,38,2,Left Side(L),Mid Range,-159,97,6.533333333,0
18054,20500802,0,2005-06,MANU vs. SAC,HOME,31,3,Right Side(R),Mid Range,110,0,11.316666667,1
18055,20500802,0,2005-06,MANU vs. SAC,HOME,36,3,Right Side Center(RC),Mid Range,123,115,7.616666667,1
18056,20500802,0,2005-06,MANU vs. SAC,HOME,46,3,Left Side Center(LC),Penalty Spot,-194,176,7.2,1
18057,20500802,0,2005-06,MANU vs. SAC,HOME,37,4,Right Side Center(RC),Mid Range,143,107,10.683333333,0
18058,20500802,0,2005-06,MANU vs. SAC,HOME,20,4,Center(C),Goal Area,0,0,10.233333333,1
18059,20500802,0,2005-06,MANU vs. SAC,HOME,34,4,Left Side(L),Mid Range,-118,92,8.866666667,0
18060,20500802,0,2005-06,MANU vs. SAC,HOME,31,4,Left Side(L),Mid Range,-113,33,8.7,1
18061,20500802,0,2005-06,MANU vs. SAC,HOME,38,4,Left Side(L),Mid Range,0,2,8.2,1
18062,20500802,0,2005-06,MANU vs. SAC,HOME,34,4,Right Side(R),Mid Range,130,72,6.783333333,0
18063,20500802,0,2005-06,MANU vs. SAC,HOME,45,4,Left Side Center(LC),Penalty Spot,-130,214,5.6,1
18064,20500802,0,2005-06,MANU vs. SAC,HOME,45,4,Right Side Center(RC),Penalty Spot,163,202,4.966666667,0
18065,20500802,0,2005-06,MANU vs. SAC,HOME,20,4,Center(C),Goal Area,0,0,4.55,1
18066,20500480,0,2005-06,MANU @ LAC,AWAY,46,3,Left Side Center(LC),Penalty Spot,-192,176,3.033333333,1
18067,20500480,0,2005-06,MANU @ LAC,AWAY,47,1,Left Side Center(LC),Penalty Spot,0,233,5.483333333,1
18068,20500480,0,2005-06,MANU @ LAC,AWAY,35,1,Center(C),Mid Range,-3,151,4.483333333,0
18069,20500480,0,2005-06,MANU @ LAC,AWAY,45,1,Right Side Center(RC),Penalty Spot,153,0,2.5,0
18070,20500480,0,2005-06,MANU @ LAC,AWAY,46,1,Right Side Center(RC),Penalty Spot,113,235,1.966666667,0
18071,20500480,0,2005-06,MANU @ LAC,AWAY,20,2,Center(C),Goal Area,0,0,11.216666667,0
18072,20500480,0,2005-06,MANU @ LAC,AWAY,37,2,Left Side(L),Mid Range,-168,26,3.033333333,1
18073,20500480,0,2005-06,MANU @ LAC,AWAY,40,2,Left Side Center(LC),Mid Range,-156,130,2.083333333,0
18074,20500480,0,2005-06,MANU @ LAC,AWAY,39,2,Left Side Center(LC),Mid Range,-146,127,0.8,0
18075,20500480,0,2005-06,MANU @ LAC,AWAY,20,3,Center(C),Goal Area,0,0,10.533333333,1
18076,20500480,0,2005-06,MANU @ LAC,AWAY,40,3,Right Side Center(RC),Mid Range,95,187,9.233333333,0
18077,20500480,0,2005-06,MANU @ LAC,AWAY,20,3,Center(C),Goal Area,0,0,7.833333333,0
18078,20500480,0,2005-06,MANU @ LAC,AWAY,41,3,Left Side(L),Mid Range,-214,18,6.95,1
18079,20500480,0,2005-06,MANU @ LAC,AWAY,42,3,Center(C),Mid Range,-154,164,6.3,1
18080,20500480,0,2005-06,MANU @ LAC,AWAY,39,3,Right Side Center(RC),Mid Range,0,150,4.9,0
18081,20500480,0,2005-06,MANU @ LAC,AWAY,20,1,Center(C),Goal Area,0,0,8.55,0
18082,20500480,0,2005-06,MANU @ LAC,AWAY,20,3,Center(C),Goal Area,0,0,3.4,1
18083,20500480,0,2005-06,MANU @ LAC,AWAY,47,3,Center(C),Penalty Spot,-195,199,2.033333333,1
18084,20500480,0,2005-06,MANU @ LAC,AWAY,25,4,Center(C),Goal Line,-49,23,11.783333333,0
18085,20500480,0,2005-06,MANU @ LAC,AWAY,45,3,Left Side Center(LC),Penalty Spot,-215,0,11.7,1
18086,20500480,0,2005-06,MANU @ LAC,AWAY,43,4,Left Side(L),Mid Range,-232,0,11.55,1
18087,20500480,0,2005-06,MANU @ LAC,AWAY,38,4,Right Side(R),Mid Range,176,41,11,1
18088,20500480,0,2005-06,MANU @ LAC,AWAY,44,4,Center(C),Penalty Spot,-46,245,10.5,1
18089,20500480,0,2005-06,MANU @ LAC,AWAY,45,4,Center(C),Penalty Spot,72,243,7.65,1
18090,20500480,0,2005-06,MANU @ LAC,AWAY,47,4,Left Side Center(LC),Penalty Spot,0,225,6.983333333,0
18091,20500480,0,2005-06,MANU @ LAC,AWAY,45,4,Right Side Center(RC),Penalty Spot,177,181,6.55,0
18092,20500480,0,2005-06,MANU @ LAC,AWAY,20,4,Center(C),Goal Area,0,0,5.583333333,1
18093,20500480,0,2005-06,MANU @ LAC,AWAY,45,4,Center(C),Penalty Spot,-11,0,4.816666667,0
18094,20500480,0,2005-06,MANU @ LAC,AWAY,36,3,Left Side Center(LC),Mid Range,-133,105,2.766666667,1
18095,20500480,0,2005-06,MANU @ LAC,AWAY,39,4,Left Side(L),Mid Range,-192,-8,0.6166666667,0
18096,20500480,0,2005-06,MANU @ LAC,AWAY,26,3,Center(C),Goal Line,-29,56,0.1833333333,1
18097,20600456,0,2006-07,MANU vs. PHI,HOME,20,1,Center(C),Goal Area,0,0,11.516666667,1
18098,20600456,0,2006-07,MANU vs. PHI,HOME,44,1,Right Side Center(RC),Penalty Spot,171,181,8.416666667,0
18099,20600456,0,2006-07,MANU vs. PHI,HOME,40,1,Right Side Center(RC),Mid Range,136,153,4.6,1
18100,20600456,0,2006-07,MANU vs. PHI,HOME,29,2,Left Side(L),Mid Range,0,20,6.95,0
18101,20600456,0,2006-07,MANU vs. PHI,HOME,38,2,Left Side(L),Mid Range,0,8,6.566666667,0
18102,20600456,0,2006-07,MANU vs. PHI,HOME,45,2,Right Side Center(RC),Penalty Spot,176,187,0.6166666667,1
18103,20600456,0,2006-07,MANU vs. PHI,HOME,27,2,Center(C),Goal Line,57,45,0.05,1
18104,20600456,0,2006-07,MANU vs. PHI,HOME,20,3,Center(C),Goal Area,0,0,11.4,1
18105,20600456,0,2006-07,MANU vs. PHI,HOME,20,3,Center(C),Goal Area,0,0,9.45,1
18106,20600456,0,2006-07,MANU vs. PHI,HOME,20,3,Center(C),Goal Area,0,0,9.016666667,1
18107,20600456,0,2006-07,MANU vs. PHI,HOME,40,3,Right Side Center(RC),Mid Range,143,148,4.05,1
18108,20600456,0,2006-07,MANU vs. PHI,HOME,41,3,Right Side Center(RC),Mid Range,131,173,3.516666667,1
18109,20600456,0,2006-07,MANU vs. PHI,HOME,44,3,Right Side Center(RC),Penalty Spot,159,189,2.95,1
18110,20600456,0,2006-07,MANU vs. PHI,HOME,20,3,Center(C),Goal Area,0,0,1.45,1
18111,20600456,0,2006-07,MANU vs. PHI,HOME,46,3,Center(C),Penalty Spot,179,196,0.7,1
18112,20900727,0,2009-10,MANU vs. CHA,HOME,47,1,Right Side Center(RC),Penalty Spot,116,244,4.9,0
18113,20900727,0,2009-10,MANU vs. CHA,HOME,41,1,Right Side Center(RC),Mid Range,127,173,2.416666667,0
18114,20900727,0,2009-10,MANU vs. CHA,HOME,47,1,Right Side Center(RC),Penalty Spot,111,0,0.6166666667,0
18115,20900727,0,2009-10,MANU vs. CHA,HOME,38,2,Right Side Center(RC),Mid Range,133,134,11.566666667,0
18116,20900727,0,2009-10,MANU vs. CHA,HOME,46,2,Right Side Center(RC),Penalty Spot,95,244,2.083333333,1
18117,20900727,0,2009-10,MANU vs. CHA,HOME,34,2,Center(C),Mid Range,-38,142,0.7833333333,0
18118,20900727,0,2009-10,MANU vs. CHA,HOME,32,3,Left Side(L),Mid Range,-111,60,9.633333333,1
18119,20900727,0,2009-10,MANU vs. CHA,HOME,32,3,Left Side(L),Goal Line,-68,107,7.25,0
18120,20900727,0,2009-10,MANU vs. CHA,HOME,46,4,Center(C),Penalty Spot,0,258,0.3166666667,0
18121,20200003,0,2002-03,MANU vs. SAS,HOME,30,3,Right Side(R),Goal Line,64,82,5.116666667,0
18122,20200003,0,2002-03,MANU vs. SAS,HOME,28,1,Center(C),Goal Line,41,77,10.3,0
18123,20200003,0,2002-03,MANU vs. SAS,HOME,20,1,Center(C),Goal Area,0,0,10.2,0
18124,20200003,0,2002-03,MANU vs. SAS,HOME,26,1,Center(C),Goal Line,38,51,5.916666667,0
18125,20200003,0,2002-03,MANU vs. SAS,HOME,34,1,Left Side(L),Mid Range,-145,30,5.233333333,0
18126,20200003,0,2002-03,MANU vs. SAS,HOME,20,1,Center(C),Goal Area,0,0,3.5,0
18127,20200003,0,2002-03,MANU vs. SAS,HOME,26,1,Center(C),Goal Line,-62,0,3.45,1
18128,20200003,0,2002-03,MANU vs. SAS,HOME,20,1,Center(C),Goal Area,0,0,0.08333333333,0
18129,20200003,0,2002-03,MANU vs. SAS,HOME,26,2,Center(C),Mid Range,-15,63,6.866666667,0
18130,20200003,0,2002-03,MANU vs. SAS,HOME,36,2,Right Side Center(RC),Mid Range,130,0,6.733333333,1
18131,20200003,0,2002-03,MANU vs. SAS,HOME,24,2,Center(C),Goal Line,-25,36,5.3,1
18132,20200003,0,2002-03,MANU vs. SAS,HOME,34,1,Left Side(L),Mid Range,-120,89,10.95,1
18133,20200003,0,2002-03,MANU vs. SAS,HOME,20,3,Center(C),Goal Area,0,0,111.006666667,0
18134,20200003,0,2002-03,MANU vs. SAS,HOME,36,3,Center(C),Mid Range,38,156,4.483333333,1
18135,20200003,0,2002-03,MANU vs. SAS,HOME,42,3,Left Side Center(LC),Mid Range,-153,169,2.983333333,0
18136,20200003,0,2002-03,MANU vs. SAS,HOME,20,3,Center(C),Goal Area,0,0,1.766666667,1
18137,20200003,0,2002-03,MANU vs. SAS,HOME,39,3,Right Side Center(RC),Mid Range,82,178,0.3,1
18138,20200003,0,2002-03,MANU vs. SAS,HOME,20,4,Center(C),Goal Area,0,0,10.283333333,0
18139,20200003,0,2002-03,MANU vs. SAS,HOME,20,4,Center(C),Goal Area,0,0,5.166666667,0
18140,20200003,0,2002-03,MANU vs. SAS,HOME,20,4,Center(C),Goal Area,0,0,3.45,0
18141,20200003,0,2002-03,MANU vs. SAS,HOME,45,4,Right Side Center(RC),Mid Range,167,189,1.366666667,0
18142,20200003,0,2002-03,MANU vs. SAS,HOME,20,4,Center(C),Goal Area,0,0,0.3166666667,0
18143,20200003,0,2002-03,MANU vs. SAS,HOME,46,4,Left Side Center(LC),Penalty Spot,-222,143,0.06666666667,1
18144,40100314,1,2001-02,MANU vs. SAC,HOME,38,2,Right Side Center(RC),Mid Range,150,116,1.516666667,0
18145,40100314,1,2001-02,MANU vs. SAC,HOME,38,3,Left Side Center(LC),Mid Range,-96,163,6.866666667,0
18146,40100314,1,2001-02,MANU vs. SAC,HOME,39,1,Right Side Center(RC),Mid Range,85,173,3.533333333,0
18147,40100314,1,2001-02,MANU vs. SAC,HOME,42,1,Left Side Center(LC),Mid Range,-84,207,0.7166666667,0
18148,40100314,1,2001-02,MANU vs. SAC,HOME,28,2,Left Side(L),Goal Line,-75,42,8.683333333,1
18149,40100314,1,2001-02,MANU vs. SAC,HOME,20,2,Center(C),Goal Area,0,0,7.1,0
18150,40100314,1,2001-02,MANU vs. SAC,HOME,42,2,Left Side Center(LC),Mid Range,-153,167,4.3,1
18151,40100314,1,2001-02,MANU vs. SAC,HOME,20,2,Center(C),Goal Area,0,0,3.966666667,1
18152,40100314,1,2001-02,MANU vs. SAC,HOME,37,2,Center(C),Mid Range,-48,173,3.433333333,1
18153,40100314,1,2001-02,MANU vs. SAC,HOME,29,2,Right Side(R),Mid Range,0,19,2.25,0
18154,40100314,1,2001-02,MANU vs. SAC,HOME,39,1,Center(C),Mid Range,49,184,10.316666667,0
18155,40100314,1,2001-02,MANU vs. SAC,HOME,20,2,Center(C),Goal Area,0,0,1.75,1
18156,40100314,1,2001-02,MANU vs. SAC,HOME,29,3,Left Side(L),Mid Range,-90,19,9.766666667,1
18157,40100314,1,2001-02,MANU vs. SAC,HOME,20,3,Center(C),Goal Area,0,0,8.416666667,1
18158,40100314,1,2001-02,MANU vs. SAC,HOME,35,3,Center(C),Mid Range,7,150,5.2,0
18159,40100314,1,2001-02,MANU vs. SAC,HOME,27,3,Center(C),Goal Line,43,57,3.85,0
18160,40100314,1,2001-02,MANU vs. SAC,HOME,37,3,Left Side(L),Mid Range,0,87,9.15,0
18161,40100314,1,2001-02,MANU vs. SAC,HOME,20,4,Center(C),Goal Area,0,0,7.95,0
18162,40100314,1,2001-02,MANU vs. SAC,HOME,26,4,Center(C),Goal Line,-4,63,6.116666667,1
18163,40100314,1,2001-02,MANU vs. SAC,HOME,28,4,Right Side(R),Goal Line,58,57,2.783333333,1
18164,40100314,1,2001-02,MANU vs. SAC,HOME,27,3,Center(C),Goal Line,43,57,0.05,0
18165,29700728,0,1997-98,MANU vs. HOU,HOME,31,1,Left Side(L),Mid Range,-115,-14,3.95,0
18166,29700728,0,1997-98,MANU vs. HOU,HOME,47,2,Center(C),Penalty Spot,-55,267,11.766666667,0
18167,29700728,0,1997-98,MANU vs. HOU,HOME,46,2,Left Side Center(LC),Penalty Spot,0,216,3.3,1
18168,29700728,0,1997-98,MANU vs. HOU,HOME,46,3,Right Side Center(RC),Penalty Spot,128,233,1.45,1
18169,29700728,0,1997-98,MANU vs. HOU,HOME,20,3,Center(C),Goal Area,0,0,1.466666667,1
18170,29700728,0,1997-98,MANU vs. HOU,HOME,26,4,Center(C),Goal Line,-27,57,8.483333333,0
18171,29700728,0,1997-98,MANU vs. HOU,HOME,29,4,Right Side(R),Goal Line,0,63,7.016666667,1
18172,29700728,0,1997-98,MANU vs. HOU,HOME,20,4,Center(C),Goal Area,0,0,5.316666667,1
18173,29700728,0,1997-98,MANU vs. HOU,HOME,20,4,Center(C),Goal Area,0,0,0,0
18174,20200960,0,2002-03,MANU @ LAC,AWAY,42,1,Right Side Center(RC),Mid Range,156,158,8.183333333,0
18175,20200960,0,2002-03,MANU @ LAC,AWAY,40,1,Center(C),Mid Range,-57,197,2.833333333,0
18176,20200960,0,2002-03,MANU @ LAC,AWAY,20,2,Center(C),Goal Area,0,0,2.933333333,1
18177,20200960,0,2002-03,MANU @ LAC,AWAY,27,2,Center(C),Goal Line,38,63,1.583333333,0
18178,20200960,0,2002-03,MANU @ LAC,AWAY,46,3,Center(C),Penalty Spot,-23,268,11.433333333,0
18179,20200960,0,2002-03,MANU @ LAC,AWAY,40,4,Right Side Center(RC),Mid Range,133,158,11.75,1
18180,20200960,0,2002-03,MANU @ LAC,AWAY,37,3,Right Side Center(RC),Mid Range,85,151,10.483333333,1
18181,20200960,0,2002-03,MANU @ LAC,AWAY,36,4,Right Side(R),Mid Range,164,18,2.933333333,1
18182,21300303,0,2013-14,MANU vs. TOR,HOME,26,1,Center(C),Goal Line,53,36,10.216666667,0
18183,21300303,0,2013-14,MANU vs. TOR,HOME,42,1,Center(C),Mid Range,-68,214,6.8,0
18184,21300303,0,2013-14,MANU vs. TOR,HOME,28,2,Center(C),Goal Line,-27,78,5.216666667,1
18185,21300303,0,2013-14,MANU vs. TOR,HOME,38,2,Right Side(R),Mid Range,185,19,2.066666667,1
18186,21300303,0,2013-14,MANU vs. TOR,HOME,36,2,Right Side Center(RC),Mid Range,67,148,0.03333333333,0
18187,21300303,0,2013-14,MANU vs. TOR,HOME,47,3,Left Side Center(LC),Penalty Spot,-122,247,7.15,0
18188,21300303,0,2013-14,MANU vs. TOR,HOME,46,4,Left Side Center(LC),Penalty Spot,0,233,5.883333333,0
18189,21300303,0,2013-14,MANU vs. TOR,HOME,24,4,Center(C),Goal Line,37,20,4.133333333,0
18190,21300303,0,2013-14,MANU vs. TOR,HOME,47,4,Left Side Center(LC),Penalty Spot,-138,238,0.6166666667,0
18191,20900396,0,2009-10,MANU @ DET,AWAY,42,3,Right Side(R),Right Corner,226,26,9.3,1
18192,20900396,0,2009-10,MANU @ DET,AWAY,36,1,Left Side(L),Mid Range,-155,61,11.116666667,0
18193,20900396,0,2009-10,MANU @ DET,AWAY,28,1,Left Side(L),Mid Range,-82,30,8.95,0
18194,20900396,0,2009-10,MANU @ DET,AWAY,38,1,Right Side Center(RC),Mid Range,77,172,8.65,1
18195,20900396,0,2009-10,MANU @ DET,AWAY,32,3,Left Side(L),Goal Line,-76,105,3.4,1
18196,20900396,0,2009-10,MANU @ DET,AWAY,46,1,Left Side Center(LC),Penalty Spot,-175,197,0.8666666667,0
18197,20900396,0,2009-10,MANU @ DET,AWAY,26,2,Center(C),Goal Line,-34,60,4.35,1
18198,20900396,0,2009-10,MANU @ DET,AWAY,32,2,Left Side(L),Mid Range,-128,6,3.483333333,1
18199,20900396,0,2009-10,MANU @ DET,AWAY,42,1,Center(C),Mid Range,-10,228,11.65,1
18200,20900396,0,2009-10,MANU @ DET,AWAY,63,2,Left Side Center(LC),Penalty Spot,-205,0,0,0
18201,20900396,0,2009-10,MANU @ DET,AWAY,20,3,Center(C),Goal Area,0,0,8.866666667,1
18202,20900396,0,2009-10,MANU @ DET,AWAY,36,3,Left Side(L),Mid Range,-163,42,6.6,1
18203,20900396,0,2009-10,MANU @ DET,AWAY,33,3,Center(C),Goal Line,17,134,4.466666667,0
18204,20900396,0,2009-10,MANU @ DET,AWAY,27,3,Center(C),Goal Line,0,78,1.183333333,1
18205,20900396,0,2009-10,MANU @ DET,AWAY,29,4,Center(C),Goal Line,24,88,3.883333333,0
18206,20900396,0,2009-10,MANU @ DET,AWAY,20,4,Center(C),Goal Area,0,0,3.616666667,1
18207,20900396,0,2009-10,MANU @ DET,AWAY,29,4,Left Side(L),Mid Range,-95,26,1.433333333,1
18208,20200651,0,2002-03,MANU @ PHX,AWAY,27,3,Center(C),Goal Line,61,46,10.666666667,1
18209,20200651,0,2002-03,MANU @ PHX,AWAY,31,1,Center(C),Goal Line,0,115,6.733333333,1
18210,20200651,0,2002-03,MANU @ PHX,AWAY,20,1,Center(C),Goal Area,0,0,5.283333333,1
18211,20200651,0,2002-03,MANU @ PHX,AWAY,33,1,Right Side(R),Mid Range,118,63,4.316666667,0
18212,20200651,0,2002-03,MANU @ PHX,AWAY,36,1,Right Side Center(RC),Mid Range,133,100,2.65,0
18213,20200651,0,2002-03,MANU @ PHX,AWAY,40,1,Left Side Center(LC),Mid Range,-77,191,0.4166666667,0
18214,20200651,0,2002-03,MANU @ PHX,AWAY,20,2,Center(C),Goal Area,0,0,11.65,0
18215,20200651,0,2002-03,MANU @ PHX,AWAY,36,2,Left Side(L),Mid Range,-159,23,8.233333333,1
18216,20200651,0,2002-03,MANU @ PHX,AWAY,20,2,Center(C),Goal Area,0,0,5.433333333,1
18217,20200651,0,2002-03,MANU @ PHX,AWAY,35,2,Right Side(R),Mid Range,153,45,2.883333333,0
18218,20200651,0,2002-03,MANU @ PHX,AWAY,20,2,Center(C),Goal Area,0,0,0.6666666667,0
18219,20200651,0,2002-03,MANU @ PHX,AWAY,35,3,Left Side(L),Mid Range,-136,69,11.783333333,1
18220,20200651,0,2002-03,MANU @ PHX,AWAY,36,3,Left Side(L),Mid Range,-148,61,2.416666667,0
18221,20200651,0,2002-03,MANU @ PHX,AWAY,35,3,Left Side(L),Mid Range,-153,35,1.083333333,0
18222,20200651,0,2002-03,MANU @ PHX,AWAY,20,3,Center(C),Goal Area,0,0,0.03333333333,0
18223,20200651,0,2002-03,MANU @ PHX,AWAY,20,4,Center(C),Goal Area,0,0,8.316666667,0
18224,20200651,0,2002-03,MANU @ PHX,AWAY,31,4,Right Side(R),Goal Line,66,95,7.866666667,0
18225,20200651,0,2002-03,MANU @ PHX,AWAY,42.4,4,Left Side(L),Mid Range,-125,41,7.75,1
18226,20200651,0,2002-03,MANU @ PHX,AWAY,37,4,Right Side Center(RC),Mid Range,67,166,5.116666667,1
18227,20200651,0,2002-03,MANU @ PHX,AWAY,42,4,Right Side(R),Right Corner,223,8,4.566666667,0
18228,20200651,0,2002-03,MANU @ PHX,AWAY,40,4,Left Side Center(LC),Mid Range,-153,138,4.033333333,1
18229,20200651,0,2002-03,MANU @ PHX,AWAY,20,4,Center(C),Goal Area,0,0,0.4166666667,1
18230,21500435,0,2015-16,MANU vs. OKC,HOME,47,1,Right Side Center(RC),Penalty Spot,166,218,10.216666667,0
18231,21500435,0,2015-16,MANU vs. OKC,HOME,33,1,Right Side(R),Mid Range,132,2,8.566666667,1
18232,21500435,0,2015-16,MANU vs. OKC,HOME,29,1,Center(C),Goal Line,46,87,7.616666667,0
18233,21500435,0,2015-16,MANU vs. OKC,HOME,27,1,Center(C),Goal Line,4,75,5.666666667,0
18234,21500435,0,2015-16,MANU vs. OKC,HOME,35,2,Center(C),Mid Range,-147,46,9.133333333,1
18235,21500435,0,2015-16,MANU vs. OKC,HOME,44,2,Right Side Center(RC),Mid Range,197,141,7.933333333,1
18236,21500435,0,2015-16,MANU vs. OKC,HOME,21,2,Center(C),Goal Area,-16,2,7.6,0
18237,21500435,0,2015-16,MANU vs. OKC,HOME,45,2,Right Side Center(RC),Penalty Spot,187,170,5.666666667,1
18238,21500435,0,2015-16,MANU vs. OKC,HOME,24,2,Center(C),Goal Line,48,0,4.083333333,1
18239,21500435,0,2015-16,MANU vs. OKC,HOME,32,2,Right Side(R),Goal Line,79,95,3.366666667,0
18240,21500435,0,2015-16,MANU vs. OKC,HOME,37,3,Left Side Center(LC),Mid Range,-130,111,11.283333333,0
18241,21500435,0,2015-16,MANU vs. OKC,HOME,23,3,Center(C),Goal Area,35,11,9.133333333,0
18242,21500435,0,2015-16,MANU vs. OKC,HOME,21,3,Center(C),Goal Area,-16,11,6.35,1
18243,21500435,0,2015-16,MANU vs. OKC,HOME,36,3,Left Side(L),Mid Range,-169,16,5.783333333,0
18244,21500435,0,2015-16,MANU vs. OKC,HOME,45,3,Left Side Center(LC),Penalty Spot,-142,213,5.986666667,0
18245,20000140,0,2000-01,MANU @ DEN,AWAY,39,1,Left Side Center(LC),Mid Range,0,184,10.083333333,1
18246,20000140,0,2000-01,MANU @ DEN,AWAY,45,1,Right Side Center(RC),Mid Range,188,177,9.116666667,0
18247,20000140,0,2000-01,MANU @ DEN,AWAY,20,1,Center(C),Goal Area,0,0,8.25,0
18248,20000140,0,2000-01,MANU @ DEN,AWAY,38,1,Left Side Center(LC),Mid Range,-128,137,4.366666667,0
18249,20000140,0,2000-01,MANU @ DEN,AWAY,20,1,Center(C),Goal Area,0,0,4.15,1
18250,20000140,0,2000-01,MANU @ DEN,AWAY,29,2,Center(C),Goal Line,1,93,11.316666667,0
18251,20000140,0,2000-01,MANU @ DEN,AWAY,39,2,Right Side Center(RC),Mid Range,115,160,6.85,1
18252,20000140,0,2000-01,MANU @ DEN,AWAY,45,2,Right Side Center(RC),Penalty Spot,159,200,6.183333333,1
18253,20000140,0,2000-01,MANU @ DEN,AWAY,36,2,Right Side(R),Mid Range,167,0,0.35,0
18254,20000140,0,2000-01,MANU @ DEN,AWAY,49,3,Left Side Center(LC),Penalty Spot,-162,245,11.283333333,0
18255,20000140,0,2000-01,MANU @ DEN,AWAY,36,3,Right Side(R),Mid Range,167,-6,8.583333333,0
18256,20000140,0,2000-01,MANU @ DEN,AWAY,35,3,Center(C),Mid Range,-4,150,6.4,1
18257,20000140,0,2000-01,MANU @ DEN,AWAY,43,3,Right Side(R),Right Corner,237,19,3.35,1
18258,20000140,0,2000-01,MANU @ DEN,AWAY,20,3,Left Side(L),Left Corner,-229,19,0.7833333333,1
18259,20000140,0,2000-01,MANU @ DEN,AWAY,20,4,Center(C),Goal Area,0,0,11.166666667,0
18260,20000140,0,2000-01,MANU @ DEN,AWAY,20,4,Center(C),Goal Area,0,0,7.166666667,1
18261,20000140,0,2000-01,MANU @ DEN,AWAY,28,4,Center(C),Goal Line,37,82,1.3,1
18262,20000140,0,2000-01,MANU @ DEN,AWAY,29,4,Center(C),Goal Line,-42,87,0.7666666667,0
18263,29900379,0,1999-00,MANU vs. SAS,HOME,32,1,Left Side(L),Mid Range,-126,16,9.333333333,0
18264,29900379,0,1999-00,MANU vs. SAS,HOME,27,1,Center(C),Goal Line,-74,16,8.816666667,0
18265,29900379,0,1999-00,MANU vs. SAS,HOME,61,1,Center(C),Penalty Spot,138,390,0,0
18266,29900379,0,1999-00,MANU vs. SAS,HOME,23,2,Center(C),Goal Area,31,16,10.85,1
18267,29900379,0,1999-00,MANU vs. SAS,HOME,34,2,Center(C),Mid Range,40,139,9.15,0
18268,29900379,0,1999-00,MANU vs. SAS,HOME,33,2,Right Side(R),Mid Range,138,-3,7.466666667,0
18269,29900379,0,1999-00,MANU vs. SAS,HOME,28,2,Left Side(L),Mid Range,-83,21,2.416666667,1
18270,29900379,0,1999-00,MANU vs. SAS,HOME,35,3,Right Side(R),Mid Range,154,0,11.383333333,0
18271,29900379,0,1999-00,MANU vs. SAS,HOME,31,3,Left Side(L),Mid Range,-113,-10,10.866666667,0
18272,29900379,0,1999-00,MANU vs. SAS,HOME,20,3,Center(C),Goal Area,0,0,8.933333333,1
